_id,model_year,make,model,vehicle_class,motor_(kw),transmission,fuel_type,city_(kwh/100_km),highway_(kwh/100_km),combined_(kwh/100_km),city_(le/100_km),highway_(le/100_km),combined_(le/100_km),range_(km),co2_emissions_(g/km),co2_rating,smog_rating,recharge_time_(h),display_name
26001,2024,Fisker,"Ocean Ultra (22"" Wheels) Sport utility vehicle: Standard 414 kW Automatic 1-Gear",Sport utility vehicle: Standard,414,A1,B,22.5,26.0,24.1,2.5,2.9,2.7,525,0,10,10,18,"2024 Fisker Ocean Ultra (22"" Wheels) Sport utility vehicle: Standard 414 kW Automatic 1-Gear"
26002,2024,Ford,F-150 Lightning Standard Range Pickup truck: Standard 318 kW Automatic 1-Gear,Pickup truck: Standard,318,A1,B,27.5,34.5,30.6,3.1,3.9,3.4,386,0,10,10,11.9,2024 Ford F-150 Lightning Standard Range Pickup truck: Standard 318 kW Automatic 1-Gear
26003,2024,Ford,F-150 Lightning Extended Range Pickup truck: Standard 420 kW Automatic 1-Gear,Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,0,10,10,14.6,2024 Ford F-150 Lightning Extended Range Pickup truck: Standard 420 kW Automatic 1-Gear
26004,2024,Ford,F-150 Lightning Platinum Pickup truck: Standard 420 kW Automatic 1-Gear,Pickup truck: Standard,420,A1,B,28.7,35.0,31.5,3.2,3.9,3.5,483,0,10,10,14.6,2024 Ford F-150 Lightning Platinum Pickup truck: Standard 420 kW Automatic 1-Gear
26005,2024,Ford,F-150 Lightning Pro Pickup truck: Standard 420 kW Automatic 1-Gear,Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,0,10,10,10.1,2024 Ford F-150 Lightning Pro Pickup truck: Standard 420 kW Automatic 1-Gear
26006,2024,Ford,Mustang Mach-E Standard Range Sport utility vehicle: Small 197 kW Automatic 1-Gear,Sport utility vehicle: Small,197,A1,B,19.7,21.4,20.5,2.2,2.4,2.3,402,0,10,10,7.1,2024 Ford Mustang Mach-E Standard Range Sport utility vehicle: Small 197 kW Automatic 1-Gear
26007,2024,Ford,Mustang Mach-E Standard Range AWD Sport utility vehicle: Small 242 kW Automatic 1-Gear,Sport utility vehicle: Small,242,A1,B,22.1,23.9,22.9,2.5,2.7,2.6,370,0,10,10,7.5,2024 Ford Mustang Mach-E Standard Range AWD Sport utility vehicle: Small 242 kW Automatic 1-Gear
26008,2024,Ford,Mustang Mach-E Extended Range Sport utility vehicle: Small 216 kW Automatic 1-Gear,Sport utility vehicle: Small,216,A1,B,18.8,20.9,19.8,2.1,2.4,2.2,515,0,10,10,10.1,2024 Ford Mustang Mach-E Extended Range Sport utility vehicle: Small 216 kW Automatic 1-Gear
26009,2024,Ford,Mustang Mach-E Extended Range AWD Sport utility vehicle: Small 272 kW Automatic 1-Gear,Sport utility vehicle: Small,272,A1,B,20.3,22.3,21.2,2.3,2.5,2.4,483,0,10,10,10,2024 Ford Mustang Mach-E Extended Range AWD Sport utility vehicle: Small 272 kW Automatic 1-Gear
26010,2024,Ford,Mustang Mach-E GT Sport utility vehicle: Small 358 kW Automatic 1-Gear,Sport utility vehicle: Small,358,A1,B,22.0,24.7,23.2,2.5,2.8,2.6,451,0,10,10,9.9,2024 Ford Mustang Mach-E GT Sport utility vehicle: Small 358 kW Automatic 1-Gear
26011,2024,Ford,Mustang Mach-E Rally Sport utility vehicle: Small 358 kW Automatic 1-Gear,Sport utility vehicle: Small,358,A1,B,23.3,25.9,24.5,2.6,2.9,2.7,426,0,10,10,10.2,2024 Ford Mustang Mach-E Rally Sport utility vehicle: Small 358 kW Automatic 1-Gear
26012,2024,Genesis,Electrified G80 Full-size 272 kW Automatic 1-Gear,Full-size,272,A1,B,19.9,23.6,21.7,2.2,2.6,2.4,454,0,10,10,9,2024 Genesis Electrified G80 Full-size 272 kW Automatic 1-Gear
26013,2024,Genesis,GV60 Advanced AWD Sport utility vehicle: Small 234 kW Automatic 1-Gear,Sport utility vehicle: Small,234,A1,B,20.3,24.2,22.1,2.3,2.7,2.5,399,0,10,10,7.2,2024 Genesis GV60 Advanced AWD Sport utility vehicle: Small 234 kW Automatic 1-Gear
26014,2024,Genesis,GV60 Performance AWD Sport utility vehicle: Small 320 kW Automatic 1-Gear,Sport utility vehicle: Small,320,A1,B,21.7,25.5,23.0,2.4,2.9,2.6,378,0,10,10,7.2,2024 Genesis GV60 Performance AWD Sport utility vehicle: Small 320 kW Automatic 1-Gear
26015,2024,Genesis,Electrified GV70 Sport utility vehicle: Small 320 kW Automatic 1-Gear,Sport utility vehicle: Small,320,A1,B,21.4,25.2,23.1,2.4,2.8,2.6,380,0,10,10,7.9,2024 Genesis Electrified GV70 Sport utility vehicle: Small 320 kW Automatic 1-Gear
26016,2024,GMC,HUMMER EV2X Pickup Pickup truck: Standard 428 kW Automatic 1-Gear,Pickup truck: Standard,428,A1,B,36.0,45.4,40.4,4.1,5.1,4.5,500,0,10,10,10.5,2024 GMC HUMMER EV2X Pickup Pickup truck: Standard 428 kW Automatic 1-Gear
26017,2024,GMC,HUMMER EV2X Pickup Mud Terrain Tire Pickup truck: Standard 428 kW Automatic 1-Gear,Pickup truck: Standard,428,A1,B,40.9,49.0,44.6,4.6,5.5,5.0,449,0,10,10,10.5,2024 GMC HUMMER EV2X Pickup Mud Terrain Tire Pickup truck: Standard 428 kW Automatic 1-Gear
26018,2024,GMC,HUMMER EV2X SUV Sport utility vehicle: Standard 428 kW Automatic 1-Gear,Sport utility vehicle: Standard,428,A1,B,37.2,45.7,41.0,4.2,5.1,4.6,488,0,10,10,10.5,2024 GMC HUMMER EV2X SUV Sport utility vehicle: Standard 428 kW Automatic 1-Gear
26019,2024,GMC,HUMMER EV2X SUV Mud Terrain Tire Sport utility vehicle: Standard 428 kW Automatic 1-Gear,Sport utility vehicle: Standard,428,A1,B,40.9,49.0,44.6,4.6,5.5,5.0,449,0,10,10,10.5,2024 GMC HUMMER EV2X SUV Mud Terrain Tire Sport utility vehicle: Standard 428 kW Automatic 1-Gear
26020,2024,GMC,HUMMER EV3X SUV Sport utility vehicle: Standard 600 kW Automatic 1-Gear,Sport utility vehicle: Standard,600,A1,B,35.8,43.8,39.4,4.0,4.9,4.4,505,0,10,10,10.5,2024 GMC HUMMER EV3X SUV Sport utility vehicle: Standard 600 kW Automatic 1-Gear
26021,2024,GMC,HUMMER EV3X SUV Mud Terrain Tire Sport utility vehicle: Standard 600 kW Automatic 1-Gear,Sport utility vehicle: Standard,600,A1,B,37.9,46.6,41.6,4.3,5.2,4.7,480,0,10,10,10.5,2024 GMC HUMMER EV3X SUV Mud Terrain Tire Sport utility vehicle: Standard 600 kW Automatic 1-Gear
26022,2024,Honda,Prologue EX AWD Sport utility vehicle: Standard 247 kW Automatic 1-Gear,Sport utility vehicle: Standard,247,A1,B,20.6,23.8,22.1,2.3,2.7,2.5,452,0,10,10,9.5,2024 Honda Prologue EX AWD Sport utility vehicle: Standard 247 kW Automatic 1-Gear
26023,2024,Honda,Prologue EX-L AWD Sport utility vehicle: Standard 247 kW Automatic 1-Gear,Sport utility vehicle: Standard,247,A1,B,20.6,23.8,22.1,2.3,2.7,2.5,452,0,10,10,9.5,2024 Honda Prologue EX-L AWD Sport utility vehicle: Standard 247 kW Automatic 1-Gear
26024,2024,Honda,Prologue Touring AWD Sport utility vehicle: Standard 247 kW Automatic 1-Gear,Sport utility vehicle: Standard,247,A1,B,21.1,25.0,22.8,2.4,2.8,2.6,439,0,10,10,9.5,2024 Honda Prologue Touring AWD Sport utility vehicle: Standard 247 kW Automatic 1-Gear
26025,2024,Hyundai,IONIQ 5 Long Range Sport utility vehicle: Small 168 kW Automatic 1-Gear,Sport utility vehicle: Small,168,A1,B,15.5,21.7,18.6,1.8,2.4,2.1,488,0,10,10,8.5,2024 Hyundai IONIQ 5 Long Range Sport utility vehicle: Small 168 kW Automatic 1-Gear
26026,2024,Hyundai,IONIQ 5 Long Range AWD Sport utility vehicle: Small 239 kW Automatic 1-Gear,Sport utility vehicle: Small,239,A1,B,19.5,24.0,21.5,2.2,2.7,2.4,410,0,10,10,8.5,2024 Hyundai IONIQ 5 Long Range AWD Sport utility vehicle: Small 239 kW Automatic 1-Gear
26027,2024,Hyundai,IONIQ 6 Long Range (18'' Wheels) Mid-size 168 kW Automatic 1-Gear,Mid-size,168,A1,B,13.7,16.2,14.9,1.5,1.9,1.7,581,0,10,10,7.5,2024 Hyundai IONIQ 6 Long Range (18'' Wheels) Mid-size 168 kW Automatic 1-Gear
26028,2024,Hyundai,IONIQ 6 Long Range (20'' Wheels) Mid-size 168 kW Automatic 1-Gear,Mid-size,168,A1,B,16.2,19.9,18.0,1.8,2.2,2.0,491,0,10,10,7.5,2024 Hyundai IONIQ 6 Long Range (20'' Wheels) Mid-size 168 kW Automatic 1-Gear
26029,2024,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels) Mid-size 239 kW Automatic 1-Gear,Mid-size,239,A1,B,16.2,18.6,17.4,1.8,2.1,1.9,509,0,10,10,7.5,2024 Hyundai IONIQ 6 Long Range AWD (18'' Wheels) Mid-size 239 kW Automatic 1-Gear
26030,2024,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels) Mid-size 239 kW Automatic 1-Gear,Mid-size,239,A1,B,18.8,22.4,20.5,2.1,2.5,2.3,435,0,10,10,7.5,2024 Hyundai IONIQ 6 Long Range AWD (20'' Wheels) Mid-size 239 kW Automatic 1-Gear
26031,2024,Hyundai,Kona Electric Long Range Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,16.3,20.3,18.1,1.8,2.3,2.0,420,0,10,10,6.1,2024 Hyundai Kona Electric Long Range Sport utility vehicle: Small 150 kW Automatic 1-Gear
26032,2024,Jaguar,I-PACE Sport utility vehicle: Small 294 kW Automatic 1-Gear,Sport utility vehicle: Small,294,A1,B,24.5,26.7,25.5,2.7,3.0,2.9,381,0,10,10,13,2024 Jaguar I-PACE Sport utility vehicle: Small 294 kW Automatic 1-Gear
26033,2024,Jeep,Wagoneer S AWD (Falken Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear,Sport utility vehicle: Standard,500,A1,B,20.2,23.2,21.5,2.3,2.6,2.4,488,0,10,10,10,2024 Jeep Wagoneer S AWD (Falken Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear
26034,2024,Jeep,Wagoneer S AWD (Pirelli Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear,Sport utility vehicle: Standard,500,A1,B,22.6,25.9,24.1,2.5,2.9,2.7,435,0,10,10,10,2024 Jeep Wagoneer S AWD (Pirelli Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear
26035,2024,Kia,EV6 Wind Sport utility vehicle: Small 168 kW Automatic 1-Gear,Sport utility vehicle: Small,168,A1,B,15.5,20.5,18.0,1.8,2.3,2.0,499,0,10,10,8.7,2024 Kia EV6 Wind Sport utility vehicle: Small 168 kW Automatic 1-Gear
26036,2024,Kia,"EV6 Land AWD (19"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear",Sport utility vehicle: Small,239,A1,B,17.5,21.5,19.3,2.0,2.4,2.2,454,0,10,10,8.4,"2024 Kia EV6 Land AWD (19"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear"
26037,2024,Kia,"EV6 Land AWD (20"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear",Sport utility vehicle: Small,239,A1,B,19.9,24.2,21.7,2.2,2.7,2.5,406,0,10,10,8.4,"2024 Kia EV6 Land AWD (20"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear"
26038,2024,Kia,EV6 GT AWD Sport utility vehicle: Small 430 kW Automatic 1-Gear,Sport utility vehicle: Small,430,A1,B,23.6,27.3,25.5,2.7,3.1,2.8,351,0,10,10,7.7,2024 Kia EV6 GT AWD Sport utility vehicle: Small 430 kW Automatic 1-Gear
26039,2024,Kia,EV9 Light Sport utility vehicle: Standard 160 kW Automatic 1-Gear,Sport utility vehicle: Standard,160,A1,B,21.1,27.3,23.6,2.4,3.1,2.7,370,0,10,10,11.4,2024 Kia EV9 Light Sport utility vehicle: Standard 160 kW Automatic 1-Gear
26040,2024,Kia,EV9 Wind Sport utility vehicle: Standard 149 kW Automatic 1-Gear,Sport utility vehicle: Standard,149,A1,B,21.1,26.7,23.6,2.4,3.0,2.6,489,0,10,10,15.2,2024 Kia EV9 Wind Sport utility vehicle: Standard 149 kW Automatic 1-Gear
26041,2024,Kia,EV9 Land AWD Sport utility vehicle: Standard 282 kW Automatic 1-Gear,Sport utility vehicle: Standard,282,A1,B,23.0,28.0,25.5,2.6,3.1,2.8,451,0,10,10,14.5,2024 Kia EV9 Land AWD Sport utility vehicle: Standard 282 kW Automatic 1-Gear
26042,2024,Kia,EV9 Land AWD GT-Line Sport utility vehicle: Standard 282 kW Automatic 1-Gear,Sport utility vehicle: Standard,282,A1,B,23.6,29.2,26.1,2.7,3.3,2.9,435,0,10,10,15.2,2024 Kia EV9 Land AWD GT-Line Sport utility vehicle: Standard 282 kW Automatic 1-Gear
26043,2024,Kia,Niro EV Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,0,10,10,7.5,2024 Kia Niro EV Sport utility vehicle: Small 150 kW Automatic 1-Gear
26044,2024,Lexus,"RZ 450e AWD (18"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2.0,2.4,2.2,354,0,10,10,10,"2024 Lexus RZ 450e AWD (18"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear"
26045,2024,Lexus,"RZ 450e AWD (20"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,0,10,10,10,"2024 Lexus RZ 450e AWD (20"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear"
26046,2024,Lucid,"Air Grand Touring XR AWD (19"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,16.1,16.4,16.2,1.8,1.8,1.8,832,0,10,10,13,"2024 Lucid Air Grand Touring XR AWD (19"" Wheels) Full-size 611 kW Automatic 1-Gear"
26047,2024,Lucid,"Air Grand Touring XR AWD (20"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,17.0,17.7,17.3,1.9,2.0,1.9,782,0,10,10,13,"2024 Lucid Air Grand Touring XR AWD (20"" Wheels) Full-size 611 kW Automatic 1-Gear"
26048,2024,Lucid,"Air Grand Touring XR AWD (21"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,18.2,18.9,18.5,2.0,2.1,2.1,726,0,10,10,13,"2024 Lucid Air Grand Touring XR AWD (21"" Wheels) Full-size 611 kW Automatic 1-Gear"
26049,2024,Lucid,"Air Pure (19"" Wheels) Full-size 330 kW Automatic 1-Gear",Full-size,330,A1,B,14.9,15.7,15.3,1.7,1.8,1.7,674,0,10,10,10,"2024 Lucid Air Pure (19"" Wheels) Full-size 330 kW Automatic 1-Gear"
26050,2024,Lucid,"Air Pure (20"" Wheels) Full-size 330 kW Automatic 1-Gear",Full-size,330,A1,B,15.7,16.7,16.1,1.8,1.9,1.8,634,0,10,10,10,"2024 Lucid Air Pure (20"" Wheels) Full-size 330 kW Automatic 1-Gear"
26051,2024,Lucid,Air Sapphire AWD Full-size 930 kW Automatic 1-Gear,Full-size,930,A1,B,19.4,20.7,20.0,2.2,2.3,2.2,687,0,10,10,13,2024 Lucid Air Sapphire AWD Full-size 930 kW Automatic 1-Gear
26052,2024,Lucid,"Air Touring AWD (19"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,15.5,16.0,15.7,1.7,1.8,1.8,661,0,10,10,10,"2024 Lucid Air Touring AWD (19"" Wheels) Full-size 462 kW Automatic 1-Gear"
26053,2024,Lucid,"Air Touring AWD (20"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,16.8,17.4,17.1,1.9,2.0,1.9,615,0,10,10,10,"2024 Lucid Air Touring AWD (20"" Wheels) Full-size 462 kW Automatic 1-Gear"
26054,2024,Lucid,"Air Touring AWD (21"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,17.4,18.3,17.8,1.9,2.1,2.0,587,0,10,10,10,"2024 Lucid Air Touring AWD (21"" Wheels) Full-size 462 kW Automatic 1-Gear"
26055,2024,Mazda,MX-30 Mid-size 107 kW Automatic 1-Gear,Mid-size,107,A1,B,21.4,24.6,22.8,2.4,2.8,2.6,161,0,10,10,5.3,2024 Mazda MX-30 Mid-size 107 kW Automatic 1-Gear
26056,2024,Mercedes-Benz,AMG EQE 4MATIC+ Sedan Mid-size 460 kW Automatic 1-Gear,Mid-size,460,A1,B,28.6,28.6,28.6,3.2,3.2,3.2,370,0,10,10,10.5,2024 Mercedes-Benz AMG EQE 4MATIC+ Sedan Mid-size 460 kW Automatic 1-Gear
26057,2024,Mercedes-Benz,AMG EQE 4MATIC+ SUV Sport utility vehicle: Standard 460 kW Automatic 1-Gear,Sport utility vehicle: Standard,460,A1,B,27.3,29.8,28.6,3.1,3.3,3.2,378,0,10,10,9.5,2024 Mercedes-Benz AMG EQE 4MATIC+ SUV Sport utility vehicle: Standard 460 kW Automatic 1-Gear
26058,2024,Mercedes-Benz,AMG EQS 4MATIC+ Sedan Full-size 484 kW Automatic 1-Gear,Full-size,484,A1,B,26.4,24.5,25.5,3.0,2.8,2.9,483,0,10,10,11.25,2024 Mercedes-Benz AMG EQS 4MATIC+ Sedan Full-size 484 kW Automatic 1-Gear
26059,2024,Mercedes-Benz,EQB 250+ Sport utility vehicle: Small 142 kW Automatic 1-Gear,Sport utility vehicle: Small,142,A1,B,20.5,23.2,21.7,2.3,2.6,2.4,359,0,10,10,7.25,2024 Mercedes-Benz EQB 250+ Sport utility vehicle: Small 142 kW Automatic 1-Gear
26060,2024,Mercedes-Benz,EQB 300 4MATIC Sport utility vehicle: Small 170 kW Automatic 1-Gear,Sport utility vehicle: Small,170,A1,B,23.5,24.8,24.0,2.6,2.8,2.7,330,0,10,10,6.75,2024 Mercedes-Benz EQB 300 4MATIC Sport utility vehicle: Small 170 kW Automatic 1-Gear
26061,2024,Mercedes-Benz,EQE 350 4MATIC Sedan Mid-size 215 kW Automatic 1-Gear,Mid-size,215,A1,B,24.2,21.7,23.0,2.7,2.5,2.6,451,0,10,10,9.5,2024 Mercedes-Benz EQE 350 4MATIC Sedan Mid-size 215 kW Automatic 1-Gear
26062,2024,Mercedes-Benz,EQE 350 4MATIC SUV Sport utility vehicle: Standard 215 kW Automatic 1-Gear,Sport utility vehicle: Standard,215,A1,B,23.6,25.5,24.9,2.7,2.9,2.8,426,0,10,10,9.5,2024 Mercedes-Benz EQE 350 4MATIC SUV Sport utility vehicle: Standard 215 kW Automatic 1-Gear
26063,2024,Mercedes-Benz,EQE 500 4MATIC Sedan Mid-size 300 kW Automatic 1-Gear,Mid-size,300,A1,B,23.6,23.6,23.6,2.6,2.6,2.6,446,0,10,10,9.5,2024 Mercedes-Benz EQE 500 4MATIC Sedan Mid-size 300 kW Automatic 1-Gear
26064,2024,Mercedes-Benz,EQE 500 4MATIC SUV Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,23.3,24.8,24.0,2.6,2.8,2.7,462,0,10,10,9.5,2024 Mercedes-Benz EQE 500 4MATIC SUV Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26065,2024,Mercedes-Benz,EQS 450 4MATIC Sedan Full-size 265 kW Automatic 1-Gear,Full-size,265,A1,B,22.6,21.4,22.0,2.5,2.4,2.5,555,0,10,10,12.75,2024 Mercedes-Benz EQS 450 4MATIC Sedan Full-size 265 kW Automatic 1-Gear
26066,2024,Mercedes-Benz,EQS 450 4MATIC SUV Sport utility vehicle: Standard 265 kW Automatic 1-Gear,Sport utility vehicle: Standard,265,A1,B,24.9,25.7,25.2,2.8,2.9,2.8,531,0,10,10,14,2024 Mercedes-Benz EQS 450 4MATIC SUV Sport utility vehicle: Standard 265 kW Automatic 1-Gear
26067,2024,Mercedes-Benz,EQS 580 4MATIC Sedan Full-size 400 kW Automatic 1-Gear,Full-size,400,A1,B,22.1,21.4,21.8,2.5,2.4,2.5,555,0,10,10,12.75,2024 Mercedes-Benz EQS 580 4MATIC Sedan Full-size 400 kW Automatic 1-Gear
26068,2024,Mercedes-Benz,EQS 580 4MATIC SUV Sport utility vehicle: Standard 400 kW Automatic 1-Gear,Sport utility vehicle: Standard,400,A1,B,24.7,25.9,25.2,2.8,2.9,2.8,531,0,10,10,14,2024 Mercedes-Benz EQS 580 4MATIC SUV Sport utility vehicle: Standard 400 kW Automatic 1-Gear
26069,2024,Mercedes-Benz,Maybach EQS 680 4MATIC SUV Sport utility vehicle: Standard 484 kW Automatic 1-Gear,Sport utility vehicle: Standard,484,A1,B,25.9,25.8,25.9,2.9,2.9,2.9,517,0,10,10,14,2024 Mercedes-Benz Maybach EQS 680 4MATIC SUV Sport utility vehicle: Standard 484 kW Automatic 1-Gear
26070,2024,MINI,Cooper SE 3 Door Subcompact 135 kW Automatic 1-Gear,Subcompact,135,A1,B,17.6,20.9,19.1,2.0,2.3,2.1,183,0,10,10,4,2024 MINI Cooper SE 3 Door Subcompact 135 kW Automatic 1-Gear
26071,2024,Nissan,ARIYA Engage Station wagon: Small 160 kW Automatic 1-Gear,Station wagon: Small,160,A1,B,19.3,22.4,20.7,2.2,2.5,2.3,348,0,10,10,10,2024 Nissan ARIYA Engage Station wagon: Small 160 kW Automatic 1-Gear
26072,2024,Nissan,ARIYA Evolve+ Station wagon: Small 178 kW Automatic 1-Gear,Station wagon: Small,178,A1,B,20.0,23.1,21.4,2.2,2.6,2.4,465,0,10,10,14,2024 Nissan ARIYA Evolve+ Station wagon: Small 178 kW Automatic 1-Gear
26073,2024,Nissan,ARIYA Evolve e-4ORCE Station wagon: Small 250 kW Automatic 1-Gear,Station wagon: Small,250,A1,B,20.7,23.4,21.9,2.3,2.6,2.5,330,0,10,10,10,2024 Nissan ARIYA Evolve e-4ORCE Station wagon: Small 250 kW Automatic 1-Gear
26074,2024,Nissan,ARIYA Evolve+ e-4ORCE Station wagon: Small 290 kW Automatic 1-Gear,Station wagon: Small,290,A1,B,21.5,24.3,22.8,2.4,2.7,2.6,438,0,10,10,13,2024 Nissan ARIYA Evolve+ e-4ORCE Station wagon: Small 290 kW Automatic 1-Gear
26075,2024,Nissan,ARIYA Platinum+ e-4ORCE Station wagon: Small 290 kW Automatic 1-Gear,Station wagon: Small,290,A1,B,22.6,24.4,23.4,2.5,2.7,2.6,428,0,10,10,14,2024 Nissan ARIYA Platinum+ e-4ORCE Station wagon: Small 290 kW Automatic 1-Gear
26076,2024,Nissan,LEAF SV Mid-size 110 kW Automatic 1-Gear,Mid-size,110,A1,B,17.0,21.2,18.9,1.9,2.4,2.1,240,0,10,10,8,2024 Nissan LEAF SV Mid-size 110 kW Automatic 1-Gear
26077,2024,Nissan,LEAF SV PLUS Mid-size 160 kW Automatic 1-Gear,Mid-size,160,A1,B,17.3,21.4,19.1,1.9,2.4,2.1,341,0,10,10,11,2024 Nissan LEAF SV PLUS Mid-size 160 kW Automatic 1-Gear
26078,2024,Polestar,"2 Single Motor (19"" Wheels) Mid-size 220 kW Automatic 1-Gear",Mid-size,220,A1,B,16.8,19.8,18.2,1.9,2.2,2.0,515,0,10,10,8,"2024 Polestar 2 Single Motor (19"" Wheels) Mid-size 220 kW Automatic 1-Gear"
26079,2024,Polestar,"2 Single Motor (20"" Wheels) Mid-size 220 kW Automatic 1-Gear",Mid-size,220,A1,B,17.4,20.5,18.6,2.0,2.3,2.1,494,0,10,10,8,"2024 Polestar 2 Single Motor (20"" Wheels) Mid-size 220 kW Automatic 1-Gear"
26080,2024,Polestar,"2 Dual Motor (19"" Wheels) Mid-size 310 kW Automatic 1-Gear",Mid-size,310,A1,B,18.7,21.0,19.7,2.1,2.4,2.2,444,0,10,10,8,"2024 Polestar 2 Dual Motor (19"" Wheels) Mid-size 310 kW Automatic 1-Gear"
26081,2024,Polestar,"2 Dual Motor (20"" Wheels) Mid-size 310 kW Automatic 1-Gear",Mid-size,310,A1,B,19.3,21.7,20.5,2.2,2.5,2.3,428,0,10,10,8,"2024 Polestar 2 Dual Motor (20"" Wheels) Mid-size 310 kW Automatic 1-Gear"
26082,2024,Polestar,2 Dual Motor Performance Pack Mid-size 335 kW Automatic 1-Gear,Mid-size,335,A1,B,21.1,23.6,21.7,2.4,2.6,2.5,397,0,10,10,8,2024 Polestar 2 Dual Motor Performance Pack Mid-size 335 kW Automatic 1-Gear
26083,2024,Porsche,Macan 4 Electric Sport utility vehicle: Small 265 kW Automatic 1-Gear,Sport utility vehicle: Small,265,A1,B,19.6,23.6,21.4,2.2,2.6,2.4,496,0,10,10,11.5,2024 Porsche Macan 4 Electric Sport utility vehicle: Small 265 kW Automatic 1-Gear
26084,2024,Porsche,Macan Turbo Electric Sport utility vehicle: Small 470 kW Automatic 1-Gear,Sport utility vehicle: Small,470,A1,B,21.2,25.0,22.9,2.4,2.8,2.6,463,0,10,10,11.5,2024 Porsche Macan Turbo Electric Sport utility vehicle: Small 470 kW Automatic 1-Gear
26085,2024,Porsche,Taycan 4S (Performance Battery) Compact 320 kW Automatic 2-Gear,Compact,320,A2,B,25.5,25.5,25.5,2.9,2.9,2.9,332,0,10,10,9.5,2024 Porsche Taycan 4S (Performance Battery) Compact 320 kW Automatic 2-Gear
26086,2024,Porsche,Taycan 4S (Performance Battery Plus) Compact 360 kW Automatic 2-Gear,Compact,360,A2,B,26.5,26.0,26.3,3.0,2.9,3.0,378,0,10,10,10.5,2024 Porsche Taycan 4S (Performance Battery Plus) Compact 360 kW Automatic 2-Gear
26087,2024,Porsche,Taycan 4S Cross Turismo Mid-size 360 kW Automatic 2-Gear,Mid-size,360,A2,B,26.7,26.7,26.7,3.0,3.0,3.0,370,0,10,10,10.5,2024 Porsche Taycan 4S Cross Turismo Mid-size 360 kW Automatic 2-Gear
26088,2024,Porsche,Taycan GTS Compact 380 kW Automatic 2-Gear,Compact,380,A2,B,25.1,25.5,25.3,2.8,2.9,2.8,396,0,10,10,10.5,2024 Porsche Taycan GTS Compact 380 kW Automatic 2-Gear
26089,2024,Porsche,Taycan GTS Sport Turismo Compact 380 kW Automatic 2-Gear,Compact,380,A2,B,26.1,26.2,26.2,2.9,2.9,2.9,322,0,10,10,10.5,2024 Porsche Taycan GTS Sport Turismo Compact 380 kW Automatic 2-Gear
26090,2024,Porsche,Taycan Turbo Compact 460 kW Automatic 2-Gear,Compact,460,A2,B,25.7,26.3,26.0,2.9,3.0,2.9,383,0,10,10,10.5,2024 Porsche Taycan Turbo Compact 460 kW Automatic 2-Gear
26091,2024,Porsche,Taycan Turbo Cross Turismo Mid-size 460 kW Automatic 2-Gear,Mid-size,460,A2,B,26.1,27.0,26.5,2.9,3.0,3.0,375,0,10,10,10.5,2024 Porsche Taycan Turbo Cross Turismo Mid-size 460 kW Automatic 2-Gear
26092,2024,Porsche,Taycan Turbo S Compact 460 kW Automatic 2-Gear,Compact,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,0,10,10,10.5,2024 Porsche Taycan Turbo S Compact 460 kW Automatic 2-Gear
