_id,model_year,make,model,vehicle_class,motor_(kw),engine_size_(l),cylinders,transmission,fuel_type_1,combined_le/100_km,range_1_(km),recharge_time_(h),fuel_type_2,city_(l/100_km),highway_(l/100_km),combined_(l/100_km),range_2_(km),co2_emissions_(g/km),co2_rating,smog_rating,display_name
3327,2021,Honda,Clarity Plug-in Hybrid Mid-size 1.5L + 135 kW 4 Cyl Automatic,Mid-size,135,1.5,4,AV,B/X*,2.1 ([19.0 kWh + 0.0 L]/100 km),77,2.5,X,5.3,5.9,5.6,475,36,10,8,2021 Honda Clarity Plug-in Hybrid Mid-size 1.5L + 135 kW 4 Cyl Automatic
3328,2021,Hyundai,IONIQ Plug-in Hybrid Mid-size 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear,Mid-size,45,1.6,4,AM6,B/X*,2.0 ([17.4 kWh + 0.0 L]/100 km),47,2.3,X,4.5,4.6,4.5,954,46,10,7,2021 Hyundai IONIQ Plug-in Hybrid Mid-size 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear
3329,2021,Jeep,Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,100,2.0,4,A8,B/X*,4.8 ([42.2 kWh + 0.0 L]/100 km),35,2.4,X,11.6,11.9,11.7,557,143,8,5,2021 Jeep Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3330,2021,Karma,"GS-6 (21"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear",Subcompact,400,1.5,3,A1,B,3.4 (29.9 kWh/100 km),98,6.25,Z,8.8,9.5,9.1,428,44,10,7,"2021 Karma GS-6 (21"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear"
3331,2021,Karma,"GS-6 (22"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear",Subcompact,400,1.5,3,A1,B,3.8 (33.7 kWh/100 km),87,6.25,Z,10.7,11.0,10.8,360,60,10,7,"2021 Karma GS-6 (22"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear"
3332,2021,Karma,"Revero GT (21"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear",Subcompact,400,1.5,3,A1,B,3.4 (29.9 kWh/100 km),98,6.25,Z,8.8,9.5,9.1,428,44,10,7,"2021 Karma Revero GT (21"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear"
3333,2021,Karma,"Revero GT (22"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear",Subcompact,400,1.5,3,A1,B,3.8 (33.7 kWh/100 km),87,6.25,Z,10.7,11.0,10.8,360,60,10,7,"2021 Karma Revero GT (22"" Wheels) Subcompact 1.5L + 400 kW 3 Cyl Automatic 1-Gear"
3334,2021,Kia,Niro Plug-in Hybrid Station wagon: Small 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear,Station wagon: Small,45,1.6,4,AM6,B/X*,2.2 ([19.7 kWh + 0.0 L]/100 km),42,2.25,X,4.9,5.3,5.1,853,56,10,7,2021 Kia Niro Plug-in Hybrid Station wagon: Small 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear
3335,2021,Lincoln,Aviator Grand Touring Sport utility vehicle: Standard 3.0L + 62 kW 6 Cyl Automatic 10-Gear,Sport utility vehicle: Standard,62,3.0,6,AS10,B/X*,4.2 ([37.3 kWh + 0.0 L]/100 km),34,3.5,X,10.9,9.6,10.3,713,130,9,7,2021 Lincoln Aviator Grand Touring Sport utility vehicle: Standard 3.0L + 62 kW 6 Cyl Automatic 10-Gear
3336,2021,Lincoln,Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,3.0 ([26.9 kWh + 0.0 L]/100 km),45,3.4,X,6.9,7.3,7.1,644,73,10,7,2021 Lincoln Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3337,2021,MINI,Cooper SE Countryman ALL4 Mid-size 1.5L + 65 kW 3 Cyl Automatic 6-Gear,Mid-size,65,1.5,3,AS6,B/Z*,3.2 ([28.4 kWh + 0.0 L]/100 km),29,3,Z,8.1,7.9,8.0,451,109,9,3,2021 MINI Cooper SE Countryman ALL4 Mid-size 1.5L + 65 kW 3 Cyl Automatic 6-Gear
3338,2021,Mitsubishi,Outlander PHEV AWD Sport utility vehicle: Small 2.4L + 70 kW 4 Cyl Automatic 1-Gear,Sport utility vehicle: Small,70,2.4,4,A1,B/X*,3.2 ([28.2 kWh + 0.0 L]/100 km),39,4,X,9.2,9.0,9.1,470,103,10,7,2021 Mitsubishi Outlander PHEV AWD Sport utility vehicle: Small 2.4L + 70 kW 4 Cyl Automatic 1-Gear
3339,2021,Polestar,1 Minicompact 2.0L + 170 kW 4 Cyl Automatic 8-Gear,Minicompact,170,2.0,4,AS8,B/Z*,3.9 ([35.4 kWh + 0.0 L]/100 km),84,9,Z,10.5,7.6,9.2,671,54,10,5,2021 Polestar 1 Minicompact 2.0L + 170 kW 4 Cyl Automatic 8-Gear
3340,2021,Porsche,Cayenne E-Hybrid Sport utility vehicle: Standard 3.0L + 99 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,99,3.0,6,AS8,B/Z*,5.1 ([44.9 kWh + 0.0 L]/100 km),27,3,Z,11.8,10.6,11.3,666,160,7,5,2021 Porsche Cayenne E-Hybrid Sport utility vehicle: Standard 3.0L + 99 kW 6 Cyl Automatic 8-Gear
3341,2021,Porsche,Cayenne Turbo S E-Hybrid Sport utility vehicle: Standard 4.0L + 99 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,99,4.0,8,AS8,B/Z*,5.6 ([51.2 kWh + 0.0 L]/100 km),24,3,Z,13.8,12.1,13.0,578,199,6,3,2021 Porsche Cayenne Turbo S E-Hybrid Sport utility vehicle: Standard 4.0L + 99 kW 8 Cyl Automatic 8-Gear
3342,2021,Porsche,Panamera 4 E-Hybrid Full-size 2.9L + 70 kW 6 Cyl Auto-Manual 8-Gear,Full-size,70,2.9,6,AM8,B/Z*,4.5 ([39.6 kWh + 0.0 L]/100 km),31,3,Z,11.4,10.0,10.8,745,144,8,5,2021 Porsche Panamera 4 E-Hybrid Full-size 2.9L + 70 kW 6 Cyl Auto-Manual 8-Gear
3343,2021,Porsche,Panamera Turbo S E-Hybrid Full-size 4.0L + 70 kW 8 Cyl Auto-Manual 8-Gear,Full-size,70,4.0,8,AM8,B/Z*,4.9 ([43.8 kWh + 0.0 L]/100 km),27,3,Z,13.2,10.8,12.1,665,171,7,3,2021 Porsche Panamera Turbo S E-Hybrid Full-size 4.0L + 70 kW 8 Cyl Auto-Manual 8-Gear
3344,2021,Subaru,Crosstrek Hybrid AWD Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic,Sport utility vehicle: Small,100,2.0,4,AV,B/X*,2.6 ([23.5 kWh + 0.0 L]/100 km),27,2,X,6.6,6.8,6.7,747,94,10,6,2021 Subaru Crosstrek Hybrid AWD Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic
3345,2021,Toyota,Prius Prime Mid-size 1.8L + 71 kW 4 Cyl Automatic,Mid-size,71,1.8,4,AV,B/X*,1.8 ([15.8 kWh + 0.0 L]/100 km),40,2,X,4.3,4.4,4.3,995,49,10,7,2021 Toyota Prius Prime Mid-size 1.8L + 71 kW 4 Cyl Automatic
3346,2021,Toyota,RAV4 Prime Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic,Sport utility vehicle: Small,134,2.5,4,AV,B/X*,2.5 ([22.3 kWh + 0.0 L]/100 km),68,4.5,X,5.7,6.4,6.0,911,44,10,7,2021 Toyota RAV4 Prime Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic
3347,2021,Volvo,S60 T8 AWD Compact 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Compact,65,2.0,4,AS8,B/Z*,3.2 ([29.0 kWh + 0.0 L]/100 km),35,3,Z,8.4,7.0,7.8,781,94,10,7,2021 Volvo S60 T8 AWD Compact 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3348,2021,Volvo,S90 T8 AWD Mid-size 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Mid-size,65,2.0,4,AS8,B/Z,3.7 ([31.4 kWh + 0.2 L]/100 km),34,3,Z,8.3,7.5,7.9,761,99,10,7,2021 Volvo S90 T8 AWD Mid-size 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3349,2021,Volvo,V60 T8 AWD Station wagon: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,65,2.0,4,AS8,B/Z*,3.2 ([29.0 kWh + 0.0 L]/100 km),35,3,Z,8.4,7.0,7.8,781,94,10,7,2021 Volvo V60 T8 AWD Station wagon: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3350,2021,Volvo,XC60 T8 AWD Sport utility vehicle: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,65,2.0,4,AS8,B/Z*,4.0 ([36.1 kWh + 0.0 L]/100 km),31,3,Z,9.8,8.7,9.3,769,125,9,7,2021 Volvo XC60 T8 AWD Sport utility vehicle: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3351,2021,Volvo,XC90 T8 AWD Sport utility vehicle: Standard 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,65,2.0,4,AS8,B/Z*,4.0 ([36.1 kWh + 0.0 L]/100 km),29,3,Z,9.1,8.4,8.8,813,120,9,7,2021 Volvo XC90 T8 AWD Sport utility vehicle: Standard 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3352,2022,Audi,A7 Sportback 55 TFSI e quattro Mid-size 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear,Mid-size,105,2.0,4,AM7,B/Z*,3.4 ([29.9 kWh + 0.0 L]/100 km),42,3,Z,9.5,7.5,8.6,623,78,10,7,2022 Audi A7 Sportback 55 TFSI e quattro Mid-size 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear
3353,2022,Audi,Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear,Sport utility vehicle: Small,105,2.0,4,AM7,B/Z*,3.9 ([34.7 kWh + 0.0 L]/100 km),37,3,Z,9.4,8.8,9.1,594,92,10,7,2022 Audi Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear
3354,2022,Bentley,Flying Spur Hybrid Mid-size 2.9L + 103 kW 6 Cyl Auto-Manual 8-Gear,Mid-size,103,2.9,6,AM8,B/Z*,5.1 ([45.9 kWh + 0.0 L]/100 km),34,3,Z,13.7,10.7,12.3,653,156,7,5,2022 Bentley Flying Spur Hybrid Mid-size 2.9L + 103 kW 6 Cyl Auto-Manual 8-Gear
3355,2022,BMW,330e Sedan Compact 2.0L + 83 kW 4 Cyl Automatic 8-Gear,Compact,83,2.0,4,AS8,B/Z*,3.1 ([27.8 kWh + 0.0 L]/100 km),37,3,Z,9.4,7.2,8.4,486,100,9,7,2022 BMW 330e Sedan Compact 2.0L + 83 kW 4 Cyl Automatic 8-Gear
3356,2022,BMW,330e xDrive Compact 2.0L + 83 kW 4 Cyl Automatic 8-Gear,Compact,83,2.0,4,AS8,B/Z*,3.5 ([31.3 kWh + 0.0 L]/100 km),32,3,Z,10.7,7.9,9.4,436,119,9,7,2022 BMW 330e xDrive Compact 2.0L + 83 kW 4 Cyl Automatic 8-Gear
3357,2022,BMW,530e xDrive Mid-size 2.0L + 83 kW 4 Cyl Automatic 8-Gear,Mid-size,83,2.0,4,AS8,B/Z*,3.8 ([32.9 kWh + 0.0 L]/100 km),31,3,Z,10.5,8.4,9.5,486,126,8,7,2022 BMW 530e xDrive Mid-size 2.0L + 83 kW 4 Cyl Automatic 8-Gear
3358,2022,BMW,745Le xDrive Full-size 3.0L + 83 kW 6 Cyl Automatic 8-Gear,Full-size,83,3.0,6,AS8,B/Z*,4.2 ([37.4 kWh + 0.0 L]/100 km),27,3,Z,12.2,9.1,10.8,435,152,7,3,2022 BMW 745Le xDrive Full-size 3.0L + 83 kW 6 Cyl Automatic 8-Gear
3359,2022,BMW,X3 xDrive30e Sport utility vehicle: Small 2.0L + 80 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,80,2.0,4,AS8,B/Z*,3.9 ([34.9 kWh + 0.0 L]/100 km),29,3,Z,11.0,8.6,9.9,512,127,8,7,2022 BMW X3 xDrive30e Sport utility vehicle: Small 2.0L + 80 kW 4 Cyl Automatic 8-Gear
3360,2022,BMW,X5 xDrive45e Sport utility vehicle: Standard 3.0L + 83 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,83,3.0,6,AS8,B/Z*,4.5 ([39.2 kWh + 0.0 L]/100 km),50,5,Z,12.2,10.6,11.5,602,110,9,7,2022 BMW X5 xDrive45e Sport utility vehicle: Standard 3.0L + 83 kW 6 Cyl Automatic 8-Gear
3361,2022,Chrysler,Pacifica Hybrid Minivan 3.6L + 89 kW 6 Cyl Automatic,Minivan,89,3.6,6,AV,B/X*,2.9 ([25.8 kWh + 0.0 L]/100 km),51,2,X,8.0,7.9,8.0,784,74,10,7,2022 Chrysler Pacifica Hybrid Minivan 3.6L + 89 kW 6 Cyl Automatic
3362,2022,Ford,Escape Plug-in Hybrid Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,2.2 ([20.2 kWh + 0.0 L]/100 km),60,3.3,X,5.5,6.2,5.8,784,48,10,7,2022 Ford Escape Plug-in Hybrid Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3363,2022,Hyundai,IONIQ Plug-in Hybrid Mid-size 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear,Mid-size,45,1.6,4,AM6,B/X*,2.0 ([17.4 kWh + 0.0 L]/100 km),47,2.3,X,4.5,4.6,4.5,954,46,10,7,2022 Hyundai IONIQ Plug-in Hybrid Mid-size 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear
3364,2022,Hyundai,Santa Fe Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,3.1 ([27.5 kWh + 0.0 L]/100 km),50,3.4,X,7.1,7.3,7.2,655,69,10,7,2022 Hyundai Santa Fe Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3365,2022,Hyundai,Tucson Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,2.9 ([25.9 kWh + 0.0 L]/100 km),53,1.7,X,6.8,6.6,6.7,626,62,10,7,2022 Hyundai Tucson Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3366,2022,Jeep,Grand Cherokee 4xe Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,100,2.0,4,A8,B/X*,4.2 ([36.0 kWh + 0.0 L]/100 km),42,3.4,X,10.3,9.7,10.0,719,110,9,7,2022 Jeep Grand Cherokee 4xe Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3367,2022,Jeep,Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,100,2.0,4,A8,B/X*,4.8 ([42.2 kWh + 0.0 L]/100 km),35,2.4,X,11.6,11.9,11.7,557,143,8,5,2022 Jeep Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3368,2022,Kia,Niro Plug-in Hybrid Station wagon: Small 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear,Station wagon: Small,45,1.6,4,AM6,B/X*,2.2 ([19.7 kWh + 0.0 L]/100 km),42,2.25,X,4.9,5.3,5.1,853,56,10,7,2022 Kia Niro Plug-in Hybrid Station wagon: Small 1.6L + 45 kW 4 Cyl Auto-Manual 6-Gear
3369,2022,Kia,Sorento Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,3.0 ([26.4 kWh + 0.0 L]/100 km),51,3.4,X,6.7,7.1,6.9,681,65,10,7,2022 Kia Sorento Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3370,2022,Lexus,NX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,134,2.5,4,AV6,B/Z*,2.8 ([24.7 kWh + 0.0 L]/100 km),61,4.5,Z,6.2,7.0,6.6,835,54,10,7,2022 Lexus NX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear
3371,2022,Lincoln,Aviator Grand Touring Sport utility vehicle: Standard 3.0L + 62 kW 6 Cyl Automatic 10-Gear,Sport utility vehicle: Standard,62,3.0,6,AS10,B/X*,4.2 ([37.3 kWh + 0.0 L]/100 km),34,3.5,X,10.9,9.6,10.3,713,130,8,7,2022 Lincoln Aviator Grand Touring Sport utility vehicle: Standard 3.0L + 62 kW 6 Cyl Automatic 10-Gear
3372,2022,Lincoln,Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,3.1 ([27.3 kWh + 0.0 L]/100 km),45,3.4,X,6.9,7.3,7.0,645,74,10,7,2022 Lincoln Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3373,2022,MINI,Cooper SE Countryman ALL4 Mid-size 1.5L + 65 kW 3 Cyl Automatic 6-Gear,Mid-size,65,1.5,3,AS6,B/Z*,3.2 ([28.4 kWh + 0.0 L]/100 km),29,3,Z,8.1,7.9,8.0,451,109,9,3,2022 MINI Cooper SE Countryman ALL4 Mid-size 1.5L + 65 kW 3 Cyl Automatic 6-Gear
3374,2022,Mitsubishi,Outlander PHEV AWD Sport utility vehicle: Small 2.4L + 70 kW 4 Cyl Automatic 1-Gear,Sport utility vehicle: Small,70,2.4,4,A1,B/X*,3.2 ([28.2 kWh + 0.0 L]/100 km),39,4,X,9.2,9.0,9.1,470,103,9,7,2022 Mitsubishi Outlander PHEV AWD Sport utility vehicle: Small 2.4L + 70 kW 4 Cyl Automatic 1-Gear
3375,2022,Porsche,Cayenne E-Hybrid Sport utility vehicle: Standard 3.0L + 99 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,99,3.0,6,AS8,B/Z*,5.1 ([44.9 kWh + 0.0 L]/100 km),27,3,Z,11.8,10.6,11.3,666,160,7,5,2022 Porsche Cayenne E-Hybrid Sport utility vehicle: Standard 3.0L + 99 kW 6 Cyl Automatic 8-Gear
3376,2022,Porsche,Cayenne Turbo S E-Hybrid Sport utility vehicle: Standard 4.0L + 99 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,99,4.0,8,AS8,B/Z*,5.6 ([51.2 kWh + 0.0 L]/100 km),24,3,Z,13.8,12.1,13.0,578,199,6,3,2022 Porsche Cayenne Turbo S E-Hybrid Sport utility vehicle: Standard 4.0L + 99 kW 8 Cyl Automatic 8-Gear
3377,2022,Porsche,Panamera 4 E-Hybrid Full-size 2.9L + 70 kW 6 Cyl Auto-Manual 8-Gear,Full-size,70,2.9,6,AM8,B/Z*,4.5 ([39.6 kWh + 0.0 L]/100 km),31,3,Z,11.4,10.0,10.8,745,144,8,5,2022 Porsche Panamera 4 E-Hybrid Full-size 2.9L + 70 kW 6 Cyl Auto-Manual 8-Gear
3378,2022,Porsche,Panamera 4S E-Hybrid Full-size 2.9L + 70 kW 6 Cyl Auto-Manual 8-Gear,Full-size,70,2.9,6,AM8,B/Z*,4.7 ([40.9 kWh + 0.0 L]/100 km),31,3,Z,11.4,10.1,10.8,742,147,8,5,2022 Porsche Panamera 4S E-Hybrid Full-size 2.9L + 70 kW 6 Cyl Auto-Manual 8-Gear
3379,2022,Porsche,Panamera Turbo S E-Hybrid Full-size 4.0L + 70 kW 8 Cyl Auto-Manual 8-Gear,Full-size,70,4.0,8,AM8,B/Z*,4.9 ([43.8 kWh + 0.0 L]/100 km),27,3,Z,13.2,10.8,12.1,665,171,7,3,2022 Porsche Panamera Turbo S E-Hybrid Full-size 4.0L + 70 kW 8 Cyl Auto-Manual 8-Gear
3380,2022,Subaru,Crosstrek Hybrid AWD Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic,Sport utility vehicle: Small,100,2.0,4,AV,B/X*,2.6 ([23.5 kWh + 0.0 L]/100 km),27,2,X,6.6,6.8,6.7,747,94,10,6,2022 Subaru Crosstrek Hybrid AWD Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic
3381,2022,Toyota,Prius Prime Mid-size 1.8L + 71 kW 4 Cyl Automatic,Mid-size,71,1.8,4,AV,B/X*,1.8 ([15.8 kWh + 0.0 L]/100 km),40,2,X,4.3,4.4,4.3,995,49,10,7,2022 Toyota Prius Prime Mid-size 1.8L + 71 kW 4 Cyl Automatic
3382,2022,Toyota,RAV4 Prime Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic,Sport utility vehicle: Small,134,2.5,4,AV,B/X*,2.5 ([22.3 kWh + 0.0 L]/100 km),68,4.5,X,5.7,6.4,6.0,911,44,10,7,2022 Toyota RAV4 Prime Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic
3383,2022,Volvo,S60 T8 AWD Recharge Compact 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Compact,65,2.0,4,AS8,B/Z*,3.2 ([29.0 kWh + 0.0 L]/100 km),35,3,Z,8.4,7.0,7.8,781,94,10,7,2022 Volvo S60 T8 AWD Recharge Compact 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3384,2022,Volvo,S60 T8 AWD Recharge Extended Range Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Compact,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2022 Volvo S60 T8 AWD Recharge Extended Range Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3385,2022,Volvo,S90 T8 AWD Recharge Mid-size 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Mid-size,65,2.0,4,AS8,B/Z*,3.5 ([31.8 kWh + 0.0 L]/100 km),34,3,Z,8.3,7.5,7.9,761,100,9,7,2022 Volvo S90 T8 AWD Recharge Mid-size 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3386,2022,Volvo,S90 T8 AWD Recharge Extended Range Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Mid-size,107,2.0,4,AS8,B/Z*,3.4 ([30.0 kWh + 0.0 L]/100 km),61,5,Z,8.5,7.6,8.1,748,65,10,7,2022 Volvo S90 T8 AWD Recharge Extended Range Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3387,2022,Volvo,V60 T8 AWD Recharge Station wagon: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,65,2.0,4,AS8,B/Z*,3.2 ([29.0 kWh + 0.0 L]/100 km),35,3,Z,8.4,7.0,7.8,781,94,10,7,2022 Volvo V60 T8 AWD Recharge Station wagon: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3388,2022,Volvo,V60 T8 AWD Recharge Extended Range Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2022 Volvo V60 T8 AWD Recharge Extended Range Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3389,2022,Volvo,XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,65,2.0,4,AS8,B/Z*,3.9 ([35.1 kWh + 0.0 L]/100 km),31,3,Z,9.7,8.7,9.3,769,126,8,7,2022 Volvo XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3390,2022,Volvo,XC60 T8 AWD Recharge Extended Range Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,107,2.0,4,AS8,B/Z*,3.5 ([31.2 kWh + 0.0 L]/100 km),58,5,Z,8.5,8.5,8.5,838,72,10,7,2022 Volvo XC60 T8 AWD Recharge Extended Range Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3391,2022,Volvo,XC90 T8 AWD Recharge Sport utility vehicle: Standard 2.0L + 65 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,65,2.0,4,AS8,B/Z*,4.0 ([36.1 kWh + 0.0 L]/100 km),29,3,Z,9.1,8.4,8.8,813,120,9,7,2022 Volvo XC90 T8 AWD Recharge Sport utility vehicle: Standard 2.0L + 65 kW 4 Cyl Automatic 8-Gear
3392,2022,Volvo,XC90 T8 AWD Recharge Extended Range Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,107,2.0,4,AS8,B/Z*,3.4 ([30.6 kWh + 0.0 L]/100 km),58,5,Z,9.2,8.6,8.9,798,78,10,7,2022 Volvo XC90 T8 AWD Recharge Extended Range Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3393,2023,Audi,Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear,Sport utility vehicle: Small,105,2.0,4,AM7,B/Z*,3.9 ([34.8 kWh + 0.0 L]/100 km),37,3,Z,9.3,8.7,9.0,600,92,9,7,2023 Audi Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear
3394,2023,Bentley,Bentayga Hybrid Sport utility vehicle: Standard 3.0L + 100 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,100,3.0,6,AS8,B/Z*,5.0 ([44.2 kWh + 0.0 L]/100 km),31,3,Z,13.3,9.8,11.7,652,138,7,3,2023 Bentley Bentayga Hybrid Sport utility vehicle: Standard 3.0L + 100 kW 6 Cyl Automatic 8-Gear
3395,2023,Bentley,Flying Spur Hybrid Mid-size 2.9L + 103 kW 6 Cyl Auto-Manual 8-Gear,Mid-size,103,2.9,6,AM8,B/Z*,5.1 ([45.9 kWh + 0.0 L]/100 km),34,3,Z,13.7,10.7,12.3,653,156,7,5,2023 Bentley Flying Spur Hybrid Mid-size 2.9L + 103 kW 6 Cyl Auto-Manual 8-Gear
3396,2023,BMW,330e Sedan Compact 2.0L + 80 kW 4 Cyl Automatic 8-Gear,Compact,80,2.0,4,AS8,B/Z*,3.2 ([28.2 kWh + 0.0 L]/100 km),35,3,Z,9.9,7.4,8.8,468,98,9,7,2023 BMW 330e Sedan Compact 2.0L + 80 kW 4 Cyl Automatic 8-Gear
